Generation;Game;Gym;Gym leader;Pokemon;Level;Move 1;Move 2;Move 3;Move 4
3;Emerald;Elite Four;Champion Steven;Armaldo;76;water-pulse;ancient-power;aerial-ace;slash
3;Emerald;Elite Four;Champion Steven;Aggron;76;thunder;earthquake;solar-beam;dragon-claw
3;Emerald;Elite Four;Champion Steven;Metagross;78;earthquake;meteor-mash;psychic;shadow-ball
4;Diamond;Oreburgh City;roark;Geodude;12;rock-throw;screech;stealth-rock;
4;Diamond;Oreburgh City;roark;Onix;12;rock-throw;screech;stealth-rock;
4;Diamond;Oreburgh City;roark;Cranidos;12;rock-throw;screech;stealth-rock;
4;Diamond;Eterna City;Gardenia;Cherubi;19;grass-knot;leech-seed;safeguard;growth
4;Diamond;Eterna City;Gardenia;Turtwig;19;grass-knot;razor-leaf;withdraw;reflect
4;Diamond;Eterna City;Gardenia;Roserade;22;grass-knot;magical-leaf;poison-sting;stun-spore
4;Diamond;Veilstone Town;Maylene;Meditite;27;drain-punch;confusion;meditate;detect
4;Diamond;Veilstone Town;Maylene;Machoke;27;brick-break;rock-tomb;foresight;leer
4;Diamond;Veilstone Town;Maylene;Lucario;30;drain-punch;force-palm;metal-claw;bone-rush
4;Diamond;Pastoria City;Crasher Wake;Gyarados;27;brine;bite;dragon-rage;swagger
4;Diamond;Pastoria City;Crasher Wake;Quagsire;27;slam;mud-bomb;mud-sport;tail-whip
4;Diamond;Pastoria City;Crasher Wake;Floatzel;30;brine;ice-fang;pursuit;swift
4;Diamond;Hearthome City;Fantina;Drifblim;32;ominous-wind;gust;astonish;minimize
4;Diamond;Hearthome City;Fantina;Gengar;34;shadow-claw;poison-jab;confuse-ray;spite
4;Diamond;Hearthome City;Fantina;Mismagius;34;shadow-ball;psybeam;magical-leaf;confuse-ray
4;Diamond;Canalave City;Byron;Bronzor;36;flash-cannon;extrasensory;confuse-ray;hypnosis
4;Diamond;Canalave City;Byron;Bronzor;36;gyro-ball;ice-fang;dragon-breath;sandstorm
4;Diamond;Canalave City;Byron;Bastiodon;39;flash-cannon;ancient-power;iron-defense;rest
4;Diamond;Snowpoint City;Candice;Snover;38;ice-shard;razor-leaf;leer;ingrain
4;Diamond;Snowpoint City;Candice;Sneasel;38;avalanche;feint-attack;slash;taunt
4;Diamond;Snowpoint City;Candice;Medicham;40;ice-punch;force-palm;bulk-up;detect
4;Diamond;Snowpoint City;Candice;Abomasnow;42;avalanche;wood-hammer;swagger;grass-whistle
4;Diamond;Sunyshore City;Volkner;Raichu;46;charge-beam;brick-break;light-screen;thunder-wave
4;Diamond;Sunyshore City;Volkner;Ambipom;48;shock-wave;nasty-plot;agility;baton-pass
4;Diamond;Sunyshore City;Volkner;Octillery;48;charge-beam;octazooka;aurora-beam;bullet-seed
4;Diamond;Sunyshore City;Volkner;Luxray;49;charge-beam;thunder-wave;thunder-fang;crunch
4;Diamond;Elite Four;Aaron;Dustox;53;toxic;bug-buzz;double-team;light-screen
4;Diamond;Elite Four;Aaron;Beautifly;53;energy-ball;bug-buzz;psychic;shadow-ball
4;Diamond;Elite Four;Aaron;Vespiquen;54;attack-order;defend-order;heal-order;power-gem
4;Diamond;Elite Four;Aaron;Heracross;54;megahorn;close-combat;night-slash;stone-edge
4;Diamond;Elite Four;Aaron;Drapion;57;x-scissor;cross-poison;ice-fang;aerial-ace
4;Diamond;Elite Four;Bertha;Quagsire;55;dig;double-team;protect;sandstorm
4;Diamond;Elite Four;Bertha;Sudowoodo;56;earthquake;sucker-punch;hammer-arm;sandstorm
4;Diamond;Elite Four;Bertha;Golem;56;earthquake;gyro-ball;brick-break;sandstorm
4;Diamond;Elite Four;Bertha;Whiscash;55;fissure;aqua-tail;zen-headbutt;rock-slide
4;Diamond;Elite Four;Bertha;Hippowdon;59;earthquake;stone-edge;crunch;curse
4;Diamond;Elite Four;Flint;Rapidash;58;flare-blitz;solar-beam;bounce;sunny-day
4;Diamond;Elite Four;Flint;Steelix;57;fire-fang;rock-tomb;screech;sunny-day
4;Diamond;Elite Four;Flint;Drifblim;58;will-o-wisp;ominous-wind;double-team;baton-pass
4;Diamond;Elite Four;Flint;Lopunny;57;fire-punch;charm;mirror-coat;sunny-day
4;Diamond;Elite Four;Flint;Infernape;61;flare-blitz;thunder-punch;mach-punch;earthquake
4;Diamond;Elite Four;Lucian;Mr. Mime;59;psychic;thunderbolt;reflect;light-screen
4;Diamond;Elite Four;Lucian;Girafarig;59;psychic;shadow-ball;double-hit;crunch
4;Diamond;Elite Four;Lucian;Medicham;60;drain-punch;fire-punch;thunder-punch;ice-punch
4;Diamond;Elite Four;Lucian;Alakazam;60;psychic;energy-ball;focus-blast;recover
4;Diamond;Elite Four;Lucian;Bronzong;63;psychic;gyro-ball;earthquake;calm-mind
4;Diamond;Elite Four;Champion Cynthia;Spiritomb;61;dark-pulse;psychic;silver-wind;embargo
4;Diamond;Elite Four;Champion Cynthia;Roserade;60;energy-ball;sludge-bomb;shadow-ball;extrasensory
4;Diamond;Elite Four;Champion Cynthia;Gastrodon;60;muddy-water;earthquake;stone-edge;sludge-bomb
4;Diamond;Elite Four;Champion Cynthia;Lucario;63;aura-sphere;dragon-pulse;psychic;earthquake
4;Diamond;Elite Four;Champion Cynthia;Milotic;63;surf;ice-beam;mirror-coat;aqua-ring
4;Diamond;Elite Four;Champion Cynthia;Garchomp;66;dragon-rush;earthquake;brick-break;giga-impact
4;Pearl;Oreburgh City;roark;Geodude;12;rock-throw;screech;stealth-rock;
4;Pearl;Oreburgh City;roark;Onix;12;rock-throw;screech;stealth-rock;
4;Pearl;Oreburgh City;roark;Cranidos;12;rock-throw;screech;stealth-rock;
4;Pearl;Eterna City;Gardenia;Cherubi;19;grass-knot;leech-seed;safeguard;growth
4;Pearl;Eterna City;Gardenia;Turtwig;19;grass-knot;razor-leaf;withdraw;reflect
4;Pearl;Eterna City;Gardenia;Roserade;22;grass-knot;magical-leaf;poison-sting;stun-spore
4;Pearl;Veilstone Town;Maylene;Meditite;27;drain-punch;confusion;meditate;detect
4;Pearl;Veilstone Town;Maylene;Machoke;27;brick-break;rock-tomb;foresight;leer
4;Pearl;Veilstone Town;Maylene;Lucario;30;drain-punch;force-palm;metal-claw;bone-rush
4;Pearl;Pastoria City;Crasher Wake;Gyarados;27;brine;bite;dragon-rage;swagger
4;Pearl;Pastoria City;Crasher Wake;Quagsire;27;slam;mud-bomb;mud-sport;tail-whip
4;Pearl;Pastoria City;Crasher Wake;Floatzel;30;brine;ice-fang;pursuit;swift
4;Pearl;Hearthome City;Fantina;Drifblim;32;ominous-wind;gust;astonish;minimize
4;Pearl;Hearthome City;Fantina;Gengar;34;shadow-claw;poison-jab;confuse-ray;spite
4;Pearl;Hearthome City;Fantina;Mismagius;34;shadow-ball;psybeam;magical-leaf;confuse-ray
4;Pearl;Canalave City;Byron;Bronzor;36;flash-cannon;extrasensory;confuse-ray;hypnosis
4;Pearl;Canalave City;Byron;Bronzor;36;gyro-ball;ice-fang;dragon-breath;sandstorm
4;Pearl;Canalave City;Byron;Bastiodon;39;flash-cannon;ancient-power;iron-defense;rest
4;Pearl;Snowpoint City;Candice;Snover;38;ice-shard;razor-leaf;leer;ingrain
4;Pearl;Snowpoint City;Candice;Sneasel;38;avalanche;feint-attack;slash;taunt
4;Pearl;Snowpoint City;Candice;Medicham;40;ice-punch;force-palm;bulk-up;detect
4;Pearl;Snowpoint City;Candice;Abomasnow;42;avalanche;wood-hammer;swagger;grass-whistle
4;Pearl;Sunyshore City;Volkner;Raichu;46;charge-beam;brick-break;light-screen;thunder-wave
4;Pearl;Sunyshore City;Volkner;Ambipom;48;shock-wave;nasty-plot;agility;baton-pass
4;Pearl;Sunyshore City;Volkner;Octillery;48;charge-beam;octazooka;aurora-beam;bullet-seed
4;Pearl;Sunyshore City;Volkner;Luxray;49;charge-beam;thunder-wave;thunder-fang;crunch
4;Pearl;Elite Four;Aaron;Dustox;53;toxic;bug-buzz;double-team;light-screen
4;Pearl;Elite Four;Aaron;Beautifly;53;energy-ball;bug-buzz;psychic;shadow-ball
4;Pearl;Elite Four;Aaron;Vespiquen;54;attack-order;defend-order;heal-order;power-gem
4;Pearl;Elite Four;Aaron;Heracross;54;megahorn;close-combat;night-slash;stone-edge
4;Pearl;Elite Four;Aaron;Drapion;57;x-scissor;cross-poison;ice-fang;aerial-ace
4;Pearl;Elite Four;Bertha;Quagsire;55;dig;double-team;protect;sandstorm
4;Pearl;Elite Four;Bertha;Sudowoodo;56;earthquake;sucker-punch;hammer-arm;sandstorm
4;Pearl;Elite Four;Bertha;Golem;56;earthquake;gyro-ball;brick-break;sandstorm
4;Pearl;Elite Four;Bertha;Whiscash;55;fissure;aqua-tail;zen-headbutt;rock-slide
4;Pearl;Elite Four;Bertha;Hippowdon;59;earthquake;stone-edge;crunch;curse
4;Pearl;Elite Four;Flint;Rapidash;58;flare-blitz;solar-beam;bounce;sunny-day
4;Pearl;Elite Four;Flint;Steelix;57;fire-fang;rock-tomb;screech;sunny-day
4;Pearl;Elite Four;Flint;Drifblim;58;will-o-wisp;ominous-wind;double-team;baton-pass
4;Pearl;Elite Four;Flint;Lopunny;57;fire-punch;charm;mirror-coat;sunny-day
4;Pearl;Elite Four;Flint;Infernape;61;flare-blitz;thunder-punch;mach-punch;earthquake
4;Pearl;Elite Four;Lucian;Mr. Mime;59;psychic;thunderbolt;reflect;light-screen
4;Pearl;Elite Four;Lucian;Girafarig;59;psychic;shadow-ball;double-hit;crunch
4;Pearl;Elite Four;Lucian;Medicham;60;drain-punch;fire-punch;thunder-punch;ice-punch
4;Pearl;Elite Four;Lucian;Alakazam;60;psychic;energy-ball;focus-blast;recover
4;Pearl;Elite Four;Lucian;Bronzong;63;psychic;gyro-ball;earthquake;calm-mind
4;Pearl;Elite Four;Champion Cynthia;Spiritomb;61;dark-pulse;psychic;silver-wind;embargo
4;Pearl;Elite Four;Champion Cynthia;Roserade;60;energy-ball;sludge-bomb;shadow-ball;extrasensory
4;Pearl;Elite Four;Champion Cynthia;Gastrodon;60;muddy-water;earthquake;stone-edge;sludge-bomb
4;Pearl;Elite Four;Champion Cynthia;Lucario;63;aura-sphere;dragon-pulse;psychic;earthquake
4;Pearl;Elite Four;Champion Cynthia;Milotic;63;surf;ice-beam;mirror-coat;aqua-ring
4;Pearl;Elite Four;Champion Cynthia;Garchomp;66;dragon-rush;earthquake;brick-break;giga-impact
4;Platinum;Oreburgh City;roark;Geodude;12;rock-throw;stealth-rock;;
4;Platinum;Oreburgh City;roark;Onix;12;rock-throw;screech;stealth-rock;
4;Platinum;Oreburgh City;roark;Cranidos;14;headbutt;leer;pursuit;
4;Platinum;Eterna City;Gardenia;Turtwig;20;grass-knot;razor-leaf;sunny-day;reflect
4;Platinum;Eterna City;Gardenia;Cherrim;20;grass-knot;magical-leaf;leech-seed;safeguard
4;Platinum;Eterna City;Gardenia;Roserade;22;grass-knot;magical-leaf;poison-sting;stun-spore
4;Platinum;Veilstone Town;Maylene;Meditite;28;drain-punch;confusion;fake-out;rock-tomb
4;Platinum;Veilstone Town;Maylene;Machoke;29;karate-chop;strength;focus-energy;rock-tomb
4;Platinum;Veilstone Town;Maylene;Lucario;32;drain-punch;metal-claw;bone-rush;force-palm
4;Platinum;Pastoria City;Crasher Wake;Gyarados;33;brine;waterfall;bite;twister
4;Platinum;Pastoria City;Crasher Wake;Quagsire;34;water-pulse;mud-shot;rock-tomb;yawn
4;Platinum;Pastoria City;Crasher Wake;Floatzel;37;brine;crunch;ice-fang;aqua-jet
4;Platinum;Hearthome City;Fantina;Duskull;24;will-o-wisp;future-sight;shadow-sneak;pursuit
4;Platinum;Hearthome City;Fantina;Haunter;24;shadow-claw;sucker-punch;confuse-ray;hypnosis
4;Platinum;Hearthome City;Fantina;Mismagius;26;shadow-ball;psybeam;magical-leaf;confuse-ray
4;Platinum;Canalave City;Byron;Magneton;37;flash-cannon;thunderbolt;tri-attack;metal-sound
4;Platinum;Canalave City;Byron;Steelix;38;flash-cannon;earthquake;ice-fang;sandstorm
4;Platinum;Canalave City;Byron;Bastiodon;41;metal-burst;stone-edge;iron-defense;taunt
4;Platinum;Snowpoint City;Candice;Sneasel;40;feint-attack;ice-shard;slash;aerial-ace
4;Platinum;Snowpoint City;Candice;Piloswine;40;hail;earthquake;stone-edge;avalanche
4;Platinum;Snowpoint City;Candice;Abomasnow;42;wood-hammer;focus-blast;water-pulse;avalanche
4;Platinum;Snowpoint City;Candice;Froslass;44;shadow-ball;double-team;psychic;blizzard
4;Platinum;Sunyshore City;Volkner;Jolteon;46;charge-beam;thunder-wave;iron-tail;quick-attack
4;Platinum;Sunyshore City;Volkner;Raichu;46;charge-beam;signal-beam;focus-blast;quick-attack
4;Platinum;Sunyshore City;Volkner;Luxray;48;thunder-fang;ice-fang;fire-fang;crunch
4;Platinum;Sunyshore City;Volkner;Electivire;50;thunder-punch;fire-punch;giga-impact;quick-attack
4;Platinum;Elite Four;Aaron;Yanmega;49;air-slash;bug-buzz;u-turn;double-team
4;Platinum;Elite Four;Aaron;Scizor;49;iron-head;x-scissor;night-slash;quick-attack
4;Platinum;Elite Four;Aaron;Vespiquen;50;attack-order;defend-order;heal-order;power-gem
4;Platinum;Elite Four;Aaron;Heracross;51;megahorn;close-combat;night-slash;stone-edge
4;Platinum;Elite Four;Aaron;Drapion;53;x-scissor;cross-poison;ice-fang;aerial-ace
4;Platinum;Elite Four;Bertha;Whiscash;50;earth-power;aqua-tail;zen-headbutt;sandstorm
4;Platinum;Elite Four;Bertha;Gliscor;53;earthquake;ice-fang;fire-fang;thunder-fang
4;Platinum;Elite Four;Bertha;Hippowdon;52;earthquake;stone-edge;crunch;yawn
4;Platinum;Elite Four;Bertha;Golem;52;earthquake;fire-punch;thunder-punch;sandstorm
4;Platinum;Elite Four;Bertha;Rhyperior;55;earthquake;rock-wrecker;megahorn;avalanche
4;Platinum;Elite Four;Flint;Houndoom;52;flamethrower;sludge-bomb;dark-pulse;sunny-day
4;Platinum;Elite Four;Flint;Flareon;55;overheat;giga-impact;quick-attack;will-o-wisp
4;Platinum;Elite Four;Flint;Rapidash;53;flare-blitz;solar-beam;bounce;sunny-day
4;Platinum;Elite Four;Flint;Infernape;55;flare-blitz;thunder-punch;mach-punch;earthquake
4;Platinum;Elite Four;Flint;Magmortar;57;flamethrower;thunderbolt;solar-beam;hyper-beam
4;Platinum;Elite Four;Lucian;Mr. Mime;53;psychic;thunderbolt;reflect;light-screen
4;Platinum;Elite Four;Lucian;Espeon;55;psychic;shadow-ball;quick-attack;signal-beam
4;Platinum;Elite Four;Lucian;Bronzong;54;psychic;gyro-ball;earthquake;calm-mind
4;Platinum;Elite Four;Lucian;Alakazam;56;psychic;energy-ball;focus-blast;recover
4;Platinum;Elite Four;Lucian;Gallade;59;drain-punch;psycho-cut;leaf-blade;stone-edge
4;Platinum;Elite Four;Champion Cynthia;Spiritomb;58;dark-pulse;psychic;silver-wind;shadow-ball
4;Platinum;Elite Four;Champion Cynthia;Roserade;58;energy-ball;sludge-bomb;toxic;extrasensory
4;Platinum;Elite Four;Champion Cynthia;Togekiss;60;air-slash;aura-sphere;water-pulse;shock-wave
4;Platinum;Elite Four;Champion Cynthia;Lucario;60;aura-sphere;extreme-speed;shadow-ball;stone-edge
4;Platinum;Elite Four;Champion Cynthia;Milotic;58;surf;ice-beam;mirror-coat;dragon-pulse
4;Platinum;Elite Four;Champion Cynthia;Garchomp;62;dragon-rush;earthquake;flamethrower;giga-impact
5;Black;Striaton City;Chili;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;Black;Striaton City;Chili;Pansear;14;Incinerate;work-up;lick;fury-swipes
5;Black;Striaton City;Cilan;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;Black;Striaton City;Cilan;Pansage;14;vine-whip;work-up;lick;fury-swipes
5;Black;Striaton City;Cress;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;Black;Striaton City;Cress;Panpour;14;water-gun;work-up;lick;fury-swipes
5;Black;Nacrene City;Lenora;Herdier;18;take-down;bite;retaliate;leer
5;Black;Nacrene City;Lenora;Watchog;20;leer;crunch;retaliate;hypnosis
5;Black;Castelia City;Burgh;Whirlipede;21;poison-tail;struggle-bug;pursuit;screech
5;Black;Castelia City;Burgh;Dwebble;21;smack-down;struggle-bug;feint-attack;sand-attack
5;Black;Castelia City;Burgh;Leavanny;23;razor-leaf;struggle-bug;string-shot;protect
5;Black;Nimbasa City;Elesa;Emolga;25;pursuit;quick-attack;volt-switch;aerial-ace
5;Black;Nimbasa City;Elesa;Emolga;26;pursuit;quick-attack;volt-switch;aerial-ace
5;Black;Nimbasa City;Elesa;Zebstrika;27;quick-attack;spark;volt-switch;flame-charge
5;Black;Driftveil City;Clay;Krokorok;29;crunch;swagger;bulldoze;torment
5;Black;Driftveil City;Clay;Palpitoad;29;muddy-water;aqua-ring;bulldoze;bubble-beam
5;Black;Driftveil City;Clay;Excadrill;31;slash;rock-slide;bulldoze;hone-claws
5;Black;Mistralton City;Skyla;Swoobat;33;heart-stamp;amnesia;acrobatics;assurance
5;Black;Mistralton City;Skyla;Unfezant;33;quick-attack;air-slash;leer;razor-wind
5;Black;Mistralton City;Skyla;Swanna;35;aqua-ring;aerial-ace;air-slash;bubble-beam
5;Black;Icirrus City;Brycen;Vanillish;37;mirror-shot;acid-armor;frost-breath;astonish
5;Black;Icirrus City;Brycen;Cryogonal;37;reflect;aurora-beam;frost-breath;rapid-spin
5;Black;Icirrus City;Brycen;Beartic;39;slash;brine;icicle-crash;swagger
5;Black;Opelucid City;Drayden;Fraxure;41;dragon-dance;dragon-rage;dragon-tail;assurance
5;Black;Opelucid City;Drayden;Druddigon;41;chip-away;revenge;dragon-tail;night-slash
5;Black;Opelucid City;Drayden;Haxorus;43;dragon-dance;slash;dragon-tail;assurance
5;Black;Elite Four;Shauntal;Cofagrigus;48;will-o-wisp;grass-knot;psychic;shadow-ball
5;Black;Elite Four;Shauntal;Jellicent;48;energy-ball;brine;surf;shadow-ball
5;Black;Elite Four;Shauntal;Golurk;48;curse;earthquake;brick-break;shadow-punch
5;Black;Elite Four;Shauntal;Chandelure;50;payback;fire-blast;psychic;shadow-ball
5;Black;Elite Four;Grimsley;Scrafty;48;crunch;brick-break;poison-jab;sand-attack
5;Black;Elite Four;Grimsley;Liepard;48;night-slash;fake-out;aerial-ace;attract
5;Black;Elite Four;Grimsley;Krookodile;48;crunch;dragon-claw;earthquake;foul-play
5;Black;Elite Four;Grimsley;Bisharp;50;night-slash;x-scissor;metal-claw;aerial-ace
5;Black;Elite Four;Caitlin;Reuniclus;48;psychic;energy-ball;focus-blast;thunder
5;Black;Elite Four;Caitlin;Musharna;48;psychic;shadow-ball;charge-beam;reflect
5;Black;Elite Four;Caitlin;Sigilyph;48;psychic;shadow-ball;ice-beam;air-slash
5;Black;Elite Four;Caitlin;Gothitelle;50;psychic;shadow-ball;thunderbolt;calm-mind
5;Black;Elite Four;Marshal;Throh;48;storm-throw;bulldoze;stone-edge;payback
5;Black;Elite Four;Marshal;Sawk;48;karate-chop;grass-knot;stone-edge;retaliate
5;Black;Elite Four;Marshal;Conkeldurr;48;hammer-arm;grass-knot;stone-edge;retaliate
5;Black;Elite Four;Marshal;Mienshao;50;jump-kick;u-turn;rock-slide;retaliate
5;Black;Elite Four;Champion Alder;Accelgor;75;focus-blast;bug-buzz;me-first;energy-ball
5;Black;Elite Four;Champion Alder;Bouffalant;75;head-charge;megahorn;earthquake;stone-edge
5;Black;Elite Four;Champion Alder;Druddigon;75;outrage;superpower;night-slash;payback
5;Black;Elite Four;Champion Alder;Vanilluxe;75;blizzard;flash-cannon;light-screen;acid-armor
5;Black;Elite Four;Champion Alder;Escavalier;75;x-scissor;iron-head;aerial-ace;giga-impact
5;Black;Elite Four;Champion Alder;Volcarona;77;overheat;quiver-dance;bug-buzz;hyper-beam
5;White;Striaton City;Chili;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;White;Striaton City;Chili;Pansear;14;Incinerate;work-up;lick;fury-swipes
5;White;Striaton City;Cilan;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;White;Striaton City;Cilan;Pansage;14;vine-whip;work-up;lick;fury-swipes
5;White;Striaton City;Cress;Lillipup;12;bite;work-up;odor-sleuth;helping-hand
5;White;Striaton City;Cress;Panpour;14;water-gun;work-up;lick;fury-swipes
5;White;Nacrene City;Lenora;Herdier;18;take-down;bite;retaliate;leer
5;White;Nacrene City;Lenora;Watchog;20;leer;crunch;retaliate;hypnosis
5;White;Castelia City;Burgh;Whirlipede;21;poison-tail;struggle-bug;pursuit;screech
5;White;Castelia City;Burgh;Dwebble;21;smack-down;struggle-bug;feint-attack;sand-attack
5;White;Castelia City;Burgh;Leavanny;23;razor-leaf;struggle-bug;string-shot;protect
5;White;Nimbasa City;Elesa;Emolga;25;pursuit;quick-attack;volt-switch;aerial-ace
5;White;Nimbasa City;Elesa;Emolga;26;pursuit;quick-attack;volt-switch;aerial-ace
5;White;Nimbasa City;Elesa;Zebstrika;27;quick-attack;spark;volt-switch;flame-charge
5;White;Driftveil City;Clay;Krokorok;29;crunch;swagger;bulldoze;torment
5;White;Driftveil City;Clay;Palpitoad;29;muddy-water;aqua-ring;bulldoze;bubble-beam
5;White;Driftveil City;Clay;Excadrill;31;slash;rock-slide;bulldoze;hone-claws
5;White;Mistralton City;Skyla;Swoobat;33;heart-stamp;amnesia;acrobatics;assurance
5;White;Mistralton City;Skyla;Unfezant;33;quick-attack;air-slash;leer;razor-wind
5;White;Mistralton City;Skyla;Swanna;35;aqua-ring;aerial-ace;air-slash;bubble-beam
5;White;Icirrus City;Brycen;Vanillish;37;mirror-shot;acid-armor;frost-breath;astonish
5;White;Icirrus City;Brycen;Cryogonal;37;reflect;aurora-beam;frost-breath;rapid-spin
5;White;Icirrus City;Brycen;Beartic;39;slash;brine;icicle-crash;swagger
5;White;Opelucid City;Iris;Fraxure;41;dragon-dance;dragon-rage;dragon-tail;assurance
5;White;Opelucid City;Iris;Druddigon;41;chip-away;revenge;dragon-tail;night-slash
5;White;Opelucid City;Iris;Haxorus;43;dragon-dance;slash;dragon-tail;assurance
5;White;Elite Four;Shauntal;Cofagrigus;48;will-o-wisp;grass-knot;psychic;shadow-ball
5;White;Elite Four;Shauntal;Jellicent;48;energy-ball;brine;surf;shadow-ball
5;White;Elite Four;Shauntal;Golurk;48;curse;earthquake;brick-break;shadow-punch
5;White;Elite Four;Shauntal;Chandelure;50;payback;fire-blast;psychic;shadow-ball
5;White;Elite Four;Grimsley;Scrafty;48;crunch;brick-break;poison-jab;sand-attack
5;White;Elite Four;Grimsley;Liepard;48;night-slash;fake-out;aerial-ace;attract
5;White;Elite Four;Grimsley;Krookodile;48;crunch;dragon-claw;earthquake;foul-play
5;White;Elite Four;Grimsley;Bisharp;50;night-slash;x-scissor;metal-claw;aerial-ace
5;White;Elite Four;Caitlin;Reuniclus;48;psychic;energy-ball;focus-blast;thunder
5;White;Elite Four;Caitlin;Musharna;48;psychic;shadow-ball;charge-beam;reflect
5;White;Elite Four;Caitlin;Sigilyph;48;psychic;shadow-ball;ice-beam;air-slash
5;White;Elite Four;Caitlin;Gothitelle;50;psychic;shadow-ball;thunderbolt;calm-mind
5;White;Elite Four;Marshal;Throh;48;storm-throw;bulldoze;stone-edge;payback
5;White;Elite Four;Marshal;Sawk;48;karate-chop;grass-knot;stone-edge;retaliate
5;White;Elite Four;Marshal;Conkeldurr;48;hammer-arm;grass-knot;stone-edge;retaliate
5;White;Elite Four;Marshal;Mienshao;50;jump-kick;u-turn;rock-slide;retaliate
5;White;Elite Four;Champion Alder;Accelgor;75;focus-blast;bug-buzz;me-first;energy-ball
5;White;Elite Four;Champion Alder;Bouffalant;75;head-charge;megahorn;earthquake;stone-edge
5;White;Elite Four;Champion Alder;Druddigon;75;outrage;superpower;night-slash;payback
5;White;Elite Four;Champion Alder;Vanilluxe;75;blizzard;flash-cannon;light-screen;acid-armor
5;White;Elite Four;Champion Alder;Escavalier;75;x-scissor;iron-head;aerial-ace;giga-impact
5;White;Elite Four;Champion Alder;Volcarona;77;overheat;quiver-dance;bug-buzz;hyper-beam
6;X;Santalune City;Viola;Surskit;10;bubble;water-sport;quick-attack;
6;X;Santalune City;Viola;Vivillon;12;harden;tackle;Infestation;
6;X;Cyllage City;Grant;Tyrunt;25;bite;rock-tomb;stomp;
6;X;Cyllage City;Grant;Amaura;25;thunder-wave;rock-tomb;aurora-beam;take-down
6;X;Shalour City;Korrina;Mienfoo;29;fake-out;double-slap;power-up-punch;
6;X;Shalour City;Korrina;Hawlucha;32;hone-claws;flying-press;power-up-punch;
6;X;Shalour City;Korrina;Machoke;28;rock-tomb;power-up-punch;leer;
6;X;Courmaline City;Ramos;Jumpluff;30;bullet-seed;acrobatics;leech-seed;
6;X;Courmaline City;Ramos;Gogoat;34;bulldoze;grass-knot;take-down;
6;X;Courmaline City;Ramos;Weepinbell;31;grass-knot;poison-powder;acid;gastro-acid
6;X;Lumiose City;Clemont;Emolga;35;volt-switch;quick-attack;aerial-ace;
6;X;Lumiose City;Clemont;Magneton;35;thunderbolt;electric-terrain;mirror-shot;
6;X;Lumiose City;Clemont;Heliolisk;37;thunderbolt;quick-attack;grass-knot;
6;X;Laverre City;Valerie;Mawile;38;feint-attack;crunch;iron-defense;
6;X;Laverre City;Valerie;Mr. Mime;39;light-screen;reflect;psychic;dazzling-gleam
6;X;Laverre City;Valerie;Sylveon;42;dazzling-gleam;quick-attack;swift;charm
6;X;Anistar City;Olympia;Sigilyph;44;psychic;air-slash;light-screen;reflect
6;X;Anistar City;Olympia;Slowking;45;psychic;calm-mind;power-gem;yawn
6;X;Anistar City;Olympia;Meowstic;48;psychic;calm-mind;fake-out;shadow-ball
6;X;Snowbelle City;Wulfric;Abomasnow;56;ice-beam;ice-shard;energy-ball;
6;X;Snowbelle City;Wulfric;Cryogonal;55;ice-beam;confuse-ray;flash-cannon;hail
6;X;Snowbelle City;Wulfric;Avalugg;59;avalanche;crunch;curse;gyro-ball
6;X;Elite Four;Malva;Pyroar;63;hyper-voice;noble-roar;flamethrower;wild-charge
6;X;Elite Four;Malva;Torkoal;63;curse;flame-wheel;stone-edge;earthquake
6;X;Elite Four;Malva;Chandelure;63;flamethrower;confuse-ray;confide;shadow-ball
6;X;Elite Four;Malva;Talonflame;65;quick-attack;brave-bird;flare-blitz;flail
6;X;Elite Four;Wikstrom;Klefki;63;spikes;torment;dazzling-gleam;flash-cannon
6;X;Elite Four;Wikstrom;Probopass;63;power-gem;earth-power;flash-cannon;discharge
6;X;Elite Four;Wikstrom;Scizor;63;x-scissor;iron-head;bullet-punch;night-slash
6;X;Elite Four;Wikstrom;Aegislash;65;sacred-sword;iron-head;kings-shield;shadow-claw
6;X;Elite Four;Drasna;Dragalge;63;sludge-bomb;surf;thunderbolt;dragon-pulse
6;X;Elite Four;Drasna;Altaria;63;dragon-pulse;moonblast;sing;cotton-guard
6;X;Elite Four;Drasna;Druddigon;63;dragon-tail;revenge;retaliate;chip-away
6;X;Elite Four;Drasna;Noivern;65;flamethrower;boomburst;air-slash;dragon-pulse
6;X;Elite Four;Siebold;Clawitzer;63;dragon-pulse;water-pulse;aura-sphere;dark-pulse
6;X;Elite Four;Siebold;Starmie;63;psychic;light-screen;surf;dazzling-gleam
6;X;Elite Four;Siebold;Gyarados;63;waterfall;ice-fang;dragon-dance;earthquake
6;X;Elite Four;Siebold;Barbaracle;65;stone-edge;razor-shell;cross-chop;x-scissor
6;X;Elite Four;Champion Diantha;Hawlucha;64;poison-jab;flying-press;swords-dance;x-scissor
6;X;Elite Four;Champion Diantha;Tyrantrum;65;head-smash;dragon-claw;earthquake;crunch
